score,artista,titulo,ano,problemas,palavras_descricao,n_referencias,n_referencias_com_versiculo
2,Andrei Mironov,Cristo na Casa de Marta e Maria,2018,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",26,1,1
2,Artus Wolffort,Cristo Abençoando as Crianças,1600,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",22,3,1
2,Annibale Carracci,"Compaixão, Pietà",1600,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",28,2,1
2,Annibale Carracci,Cristo e a Mulher Cananeia,1595,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",25,2,1
2,Antonio Ciseri,Ecce Homo,1871,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",28,1,1
2,Antoon Van Dyck,Entrada de Cristo em Jerusalém,1617,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",19,4,1
2,Autor Desconhecido,"Entrada de Jesus em Jerusalém, 1856",1856,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",21,5,1
2,Beatrice Emma Parsons,Anunciação,1899,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",32,1,1
2,Autor Desconhecido,Pentecoste,,"SEM_CONTEXTO_HISTORICO, SEM_VERSICULO_ESPECIFICO",75,1,0
2,Autor Desconhecido,Os alegres mártires de Nagasaki  The Joyful Martyrs of Nagasaki,1597,"SEM_VERSICULO_ESPECIFICO, VERSICULO_NA_DESCRICAO_MAS_NAO_NA_FICHA",54,3,0
2,Bartolomé Esteban Murillo,Cristo Curando o Paralítico no Tanque de Betesda,1670,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",25,1,1
2,Benvenuto Tisi,Cristo Lavando os Pés dos Discípulos,1525,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",24,1,1
2,Caravaggio,Conversão no Caminho de Damasco,1601,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",31,1,1
2,Caravaggio,Ecce Homo,1605,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",25,1,1
2,Gustave Doré,Davi e Golias,1866,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",15,1,1
2,Carl Bloch,A Última Ceia,,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",27,4,1
2,Carl Bloch,Jesus e as Crianças,,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",21,3,1
2,Claude Lorrain,Adoração do Bezerro de Ouro,1653,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",31,1,1
2,Cornelis van Poelenburch,Cristo Carregando a Cruz,1620,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",20,4,1
2,Cornelis van Poelenburch,Cristo e Dois Discípulos no Caminho de Emaús,1667,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",22,1,1
2,Cornelis van Poelenburch,Descanso no Caminho para o Egito,1640,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",23,1,1
2,Dante Gabriel Rossetti,Ecce Ancilla Domini,1849,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",25,1,1
2,Edward Armitage,A Visita da Rainha de Sabá ao Rei Salomão,1890,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",31,2,1
2,Dieric Bouts,A Última Ceia,1467,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",27,4,1
2,Dirck Bouts,Cristo Coroado com Espinhos,1470,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",22,3,1
2,Dirck Bouts,Cristo na Casa do Fariseu Simão,1440,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",30,1,1
2,Edward Armitage,Banquete de Aniversário de Herodes,1868,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",24,2,1
2,Dosso Dossi,A Ascensão,,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",17,2,1
2,Duccio,Emaús,1311,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",19,1,1
2,Edward Middleton Manigault,Cristo Aparecendo a Maria Madalena,1910,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",21,1,1
2,El Greco,A Última Ceia,1596,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",24,4,1
2,Emanuel Krescenc Liška,Cristo no Monte das Oliveiras,1886,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",19,3,1
2,Henry Ossawa Tanner,A Anunciação,1898,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",33,1,1
2,Eugène Buland,Cristo com Maria e Marta,1882,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",35,1,1
2,Hieronymus Bosch,Coroação de Cristo com Espinhos,1516,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",22,3,1
2,Eugène Delacroix,Cristo no Jardim das Oliveiras,1827,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",24,3,1
2,Eugène Delacroix,Cristo no Mar da Galileia,1841,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",23,3,1
2,Fiodor Bronnikov,Lázaro no Portão do Homem Rico,,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",24,1,1
2,Fra Angelico,A Anunciação,1434,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",25,1,1
2,Fra Angelico,As Mulheres no Túmulo Vazio,,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",19,4,1
1,Hermann Clementz,Cristo no Getsêmani,1900,SEM_CONTEXTO_HISTORICO,62,3,1
1,Petrus Christus,A Anunciação,1450,SEM_CONTEXTO_HISTORICO,148,1,1
1,Petrus Christus,Lamentação,1460,SEM_CONTEXTO_HISTORICO,138,1,1
1,William Henry Margetson,Davi Poupando a Vida de Saul,,SEM_CONTEXTO_HISTORICO,88,1,1
1,"Pieter Bruegel, o Velho",A Parábola do Semeador,1557,SEM_CONTEXTO_HISTORICO,223,3,1
1,Pieter de Grebber,A Parábola do Juiz Injusto,1628,SEM_CONTEXTO_HISTORICO,189,1,1
1,Piotr Stachiewicz,O Pai Nosso,1908,SEM_CONTEXTO_HISTORICO,138,1,1
1,Quentin Matsys,O cambista e a esposa,1514,SEM_CONTEXTO_HISTORICO,132,1,1
1,Rafael Sanzio,Transfiguração,1520,SEM_CONTEXTO_HISTORICO,129,1,1
1,Rembrandt van Rijn,A Canção de Louvor de Simeão,1631,SEM_CONTEXTO_HISTORICO,147,1,1
1,Rembrandt van Rijn,A Cegueira de Sansão,1631,SEM_CONTEXTO_HISTORICO,147,1,1
1,Rembrandt van Rijn,A Ceia em Emaús,1648,SEM_CONTEXTO_HISTORICO,152,1,1
1,Rembrandt van Rijn,A Circuncisão de Jesus,1661,SEM_CONTEXTO_HISTORICO,145,1,1
1,Rembrandt van Rijn,A Descida da Cruz,1633,SEM_CONTEXTO_HISTORICO,155,4,1
1,Ticiano,João Evangelista em Patmos,1555,SEM_CONTEXTO_HISTORICO,134,1,1
1,Rembrandt van Rijn,A Festa de Belsazar,1635,SEM_CONTEXTO_HISTORICO,141,1,1
1,Rembrandt van Rijn,A Incredulidade de Tomé,1634,SEM_CONTEXTO_HISTORICO,146,1,1
1,Rembrandt van Rijn,A Parábola do Rico Insensato,1627,SEM_CONTEXTO_HISTORICO,220,1,1
1,Rembrandt van Rijn,A Parábola do Tesouro Escondido,1630,SEM_CONTEXTO_HISTORICO,163,1,1
1,Rembrandt van Rijn,A pregação de João Batista,1634,SEM_CONTEXTO_HISTORICO,124,4,2
1,Rembrandt van Rijn,Jeremias lamentando a destruição de Jerusalém,1630,SEM_VERSICULO_ESPECIFICO,139,2,0
1,Rembrandt van Rijn,Judá e Tamar,1660,SEM_CONTEXTO_HISTORICO,128,1,1
1,Rembrandt van Rijn,Saul e Davi,1670,SEM_CONTEXTO_HISTORICO,126,1,1
1,Samuel Colman,A Destruição do Templo,1835,SEM_CONTEXTO_HISTORICO,144,3,2
1,Sigmundt Bergk,A Entrada em Jerusalém,1625,SEM_CONTEXTO_HISTORICO,135,4,1
1,Theodule Ribot,O bom samaritano,,SEM_CONTEXTO_HISTORICO,117,1,1
1,Simon de Myle,A Arca de Noé no Monte Ararate,1570,SEM_CONTEXTO_HISTORICO,156,1,1
1,Takehisa Yumeji,Oração,1916,SEM_CONTEXTO_HISTORICO,131,1,1
1,Theodor Galle,Abuso de Justiça,1600,SEM_CONTEXTO_HISTORICO,104,3,2
1,Ticiano,A Fuga para o Egito,1509,SEM_CONTEXTO_HISTORICO,155,1,1
1,Ticiano,A anunciação,1557,SEM_CONTEXTO_HISTORICO,134,1,1
1,Ticiano,Abraão e Isaque,1544,SEM_CONTEXTO_HISTORICO,42,3,1
1,Ticiano,Caim e Abel,1544,SEM_CONTEXTO_HISTORICO,43,3,1
1,Ticiano,Davi e Golias,1544,SEM_CONTEXTO_HISTORICO,49,1,1
1,Ticiano,O dinheiro do tributo,1540,SEM_CONTEXTO_HISTORICO,120,1,1
1,Ticiano,O exército do Faraó no Mar Vermelho,1517,SEM_CONTEXTO_HISTORICO,121,1,1
1,Vasily Surikov,Paulo explica a fé para o Rei Agripa,1875,SEM_VERSICULO_ESPECIFICO,171,1,0
1,Ticiano,Salomé com a cabeça de João Batista,1515,SEM_CONTEXTO_HISTORICO,110,1,1
1,Vincent Van Gogh,A Colheita,1888,SEM_CONTEXTO_HISTORICO,156,4,2
1,Vladimir Borovikovsky,"João, o Evangelista",1809,SEM_CONTEXTO_HISTORICO,134,1,1
1,William Blake,As Virgens Prudentes e Insensatas,1826,SEM_CONTEXTO_HISTORICO,101,1,1
1,William Blake,"Cristo no Sepulcro, Guardado por Anjos",1805,SEM_VERSICULO_ESPECIFICO,155,3,0
1,William Blake,Nabucodonosor,1795,SEM_CONTEXTO_HISTORICO,120,1,1
1,William Blake,O dia do juízo,1805,SEM_CONTEXTO_HISTORICO,114,1,1
1,William Dyce,Homem de sofrimentos,1860,SEM_CONTEXTO_HISTORICO,111,1,1
1,William Henry Margetson,A Mulher do Vaso de Alabastro,c. 1900,SEM_CONTEXTO_HISTORICO,180,4,3
1,William Henry Margetson,A Primeira Páscoa,c. 1950,SEM_CONTEXTO_HISTORICO,174,1,1
1,William Henry Margetson,A Traição,c. 1900,SEM_CONTEXTO_HISTORICO,152,4,2
1,William Henry Margetson,A anunciação,1900,SEM_CONTEXTO_HISTORICO,133,1,1
1,William Henry Margetson,A Última Ceia,1900,SEM_CONTEXTO_HISTORICO,100,5,1
1,William Henry Margetson,Abraão e Isaque no monte Moriá,1900,SEM_CONTEXTO_HISTORICO,121,3,1
1,William Henry Margetson,As Duas Irmãs,,SEM_CONTEXTO_HISTORICO,81,1,1
1,William Henry Margetson,Curado no Dia de Sábado,,SEM_CONTEXTO_HISTORICO,61,1,1
1,William Henry Margetson,Davi Leva a Arca à Jerusalém,,SEM_CONTEXTO_HISTORICO,86,1,1
1,William Henry Margetson,Jesus e as Crianças,c. 1950,SEM_CONTEXTO_HISTORICO,216,3,3
1,William Henry Margetson,José Conta o Seu Sonho,,SEM_CONTEXTO_HISTORICO,67,1,1
1,William Henry Margetson,O primeiro natal,1900,SEM_CONTEXTO_HISTORICO,142,1,1
1,William Holman Hunt,A Luz do Mundo,1853,SEM_CONTEXTO_HISTORICO,152,2,2
1,William Ladd Taylor,A natividade,c. 1900,SEM_CONTEXTO_HISTORICO,212,2,2
1,William Ladd Taylor,Hagar e Ismael no deserto,,SEM_CONTEXTO_HISTORICO,116,1,1
1,William Ladd Taylor,Um salmo de Davi,,SEM_CONTEXTO_HISTORICO,114,1,1
1,William Preston,O olho da providência,1792,SEM_CONTEXTO_HISTORICO,131,3,2
1,Jacob Jordaens,A Fuga de Ló e sua Família de Sodoma,1620,SEM_CONTEXTO_HISTORICO,137,1,1
1,James Tissot,Deus Renova Suas Promessas a Abraão,,SEM_CONTEXTO_HISTORICO,58,1,1
1,Jacopo Tintoretto,A Criação dos Animais,1550,SEM_CONTEXTO_HISTORICO,138,1,1
1,James Tissot,A Arca Passa pelo Jordão,1896,SEM_CONTEXTO_HISTORICO,156,1,1
1,James Tissot,A Dracma Perdida,1850,SEM_CONTEXTO_HISTORICO,157,1,1
1,James Tissot,A Exortação dos Apóstolos,1894,SEM_CONTEXTO_HISTORICO,150,4,2
1,James Tissot,A Figueira Amaldiçoada,1894,SEM_CONTEXTO_HISTORICO,138,5,2
1,James Tissot,A Maldição de Deus,1896,SEM_CONTEXTO_HISTORICO,154,1,1
1,James Tissot,A Moeda da Viúva,1894,SEM_CONTEXTO_HISTORICO,193,2,1
1,James Tissot,A Mulher com Fluxo Toca em Jesus,1896,SEM_CONTEXTO_HISTORICO,221,3,1
1,James Tissot,A Promessa de Deus a Abraão,1896,SEM_CONTEXTO_HISTORICO,125,4,3
1,James Tissot,Abraão e os Três Anjos,1896,SEM_CONTEXTO_HISTORICO,99,1,1
1,James Tissot,Adão e Eva São Expulsos do Paraíso,1896,SEM_CONTEXTO_HISTORICO,41,1,1
1,James Tissot,Adão É Tentado por Eva,1896,SEM_CONTEXTO_HISTORICO,101,2,2
1,James Tissot,Agar e o Anjo no Deserto,1896,SEM_CONTEXTO_HISTORICO,82,1,1
1,James Tissot,Moisés e Josué no Tabernáculo,1902,SEM_CONTEXTO_HISTORICO,122,1,1
1,James Tissot,O bom pastor,1894,SEM_CONTEXTO_HISTORICO,99,1,1
1,James Tissot,Raabe e os Espiões,1895,SEM_CONTEXTO_HISTORICO,137,1,1
1,Jan Lievens,Jó,1631,SEM_VERSICULO_ESPECIFICO,199,1,0
1,Jan Steen,A Oração Antes da Refeição,1660,SEM_CONTEXTO_HISTORICO,128,1,1
1,Jan Styka,Pregação de Pedro,1902,SEM_CONTEXTO_HISTORICO,139,1,1
1,Jean-Léon Gérôme,A Fuga para o Egito,1890,SEM_CONTEXTO_HISTORICO,152,1,1
1,Jean-Léon Gérôme,A Última Oração dos Mártires,1883,SEM_CONTEXTO_HISTORICO,134,2,1
1,Jerónimo Cósida,Trindade,1570,SEM_CONTEXTO_HISTORICO,142,1,1
1,John Bridges,A Cura da Sogra de Pedro,1839,SEM_CONTEXTO_HISTORICO,150,3,2
1,John Everett Millais,A Parábola da Moeda Perdida,1864,SEM_CONTEXTO_HISTORICO,135,1,1
1,John Everett Millais,A Parábola do Fermento,1860,SEM_CONTEXTO_HISTORICO,205,2,2
1,John Martin,A Destruição de Tiro,1840,SEM_CONTEXTO_HISTORICO,143,3,1
1,John Martin,A Festa de Belsazar,1821,SEM_CONTEXTO_HISTORICO,142,1,1
1,José Ferraz de Almeida Júnior,Remorso de Judas,1880,SEM_CONTEXTO_HISTORICO,120,1,1
1,José María Ibarrarán y Ponce,A Caridade na Igreja Primitiva,1883,SEM_CONTEXTO_HISTORICO,148,2,2
1,Jozef Janssens,A apresentação do Senhor,,SEM_CONTEXTO_HISTORICO,117,1,1
1,Juan de Flandres,As Bodas de Caná,1500,SEM_CONTEXTO_HISTORICO,155,1,1
1,Jules Guérin,A Fuga para o Egito,1910,SEM_CONTEXTO_HISTORICO,163,1,1
1,Julius Schnorr von Carolsfeld,A Parábola do Fariseu e do Cobrador de Impostos,1860,SEM_CONTEXTO_HISTORICO,148,1,1
1,Jusepe Leonardo,Saul persegue Davi,1640,SEM_CONTEXTO_HISTORICO,129,1,1
1,Konstantin Flavitsky,A Filha do Faraó encontra o Menino Moisés,1862,SEM_CONTEXTO_HISTORICO,155,3,2
1,Luca Rossetti,Trindade,1739,SEM_CONTEXTO_HISTORICO,121,1,1
1,"Lucas Cranach, o Velho",Trindade,1518,SEM_CONTEXTO_HISTORICO,119,1,1
1,Marten van Valckenborch,A parábola dos lírios do campo,c. 1580,SEM_CONTEXTO_HISTORICO,146,2,1
1,Masolino da Panicale,A Anunciação,1424,SEM_CONTEXTO_HISTORICO,132,1,1
1,Michael Rieser,A noite antes do nascimento de Cristo,1869,SEM_CONTEXTO_HISTORICO,65,1,1
1,Michel Wolgemut,Cristo Abraçando a Morte,1491,SEM_CONTEXTO_HISTORICO,43,3,2
1,Michelangelo,A Conversão de São Paulo,1542,SEM_CONTEXTO_HISTORICO,146,3,1
1,Michelangelo,A Criação de Adão,1512,SEM_CONTEXTO_HISTORICO,169,2,2
1,Michelangelo,Pietá,1499,SEM_CONTEXTO_HISTORICO,153,1,1
1,Mikhail Nesterov,A Entrada de Cristo em Jerusalém,1900,SEM_CONTEXTO_HISTORICO,142,4,1
1,Mikhail Nesterov,O Sepultamento de Cristo,1901,SEM_CONTEXTO_HISTORICO,143,3,1
1,Nicolas Poussin,João batizando o povo,1635,SEM_VERSICULO_ESPECIFICO,46,1,0
1,Pacino di Bonaguida,A Árvore da Vida,1320,SEM_CONTEXTO_HISTORICO,158,3,2
1,Paolo Veronese,A Ressurreição da Filha de Jairo,1565,SEM_CONTEXTO_HISTORICO,124,3,2
1,Peter Paul Rubens,A Conversão de São Paulo,1612,SEM_CONTEXTO_HISTORICO,146,3,1
1,Peter Paul Rubens,A Queda dos Anjos Rebeldes,c. 1620,SEM_CONTEXTO_HISTORICO,131,2,1
1,Peter Paul Rubens,A Ressurreição de Lázaro,c. 1619,SEM_CONTEXTO_HISTORICO,140,1,1
1,Peter Paul Rubens,A Santa Trindade,1617,SEM_CONTEXTO_HISTORICO,77,3,2
1,Peter Paul Rubens,"Adoração dos Magos, 1624",1624,SEM_CONTEXTO_HISTORICO,88,1,1
1,Pieter Lastman,Jonas e a Baleia,1621,SEM_CONTEXTO_HISTORICO,121,1,1
1,Peter Paul Rubens,Davi matando Golias,1616,SEM_CONTEXTO_HISTORICO,232,1,1
1,Peter Paul Rubens,O sepultamento,1614,SEM_CONTEXTO_HISTORICO,143,1,1
1,Francisco de Zurbarán,Isaacar,c. 1640-1645,SEM_CONTEXTO_HISTORICO,117,1,1
1,Francisco de Zurbarán,Jesus entre os doutores,,SEM_CONTEXTO_HISTORICO,122,1,1
1,Francisco de Zurbarán,José,c. 1640-1645,SEM_CONTEXTO_HISTORICO,131,1,1
1,Francisco de Zurbarán,Judá,c. 1640-1645,SEM_CONTEXTO_HISTORICO,118,1,1
1,Francisco de Zurbarán,Levi,c. 1640-1645,SEM_CONTEXTO_HISTORICO,126,1,1
1,Francisco de Zurbarán,Naftali,c. 1640-1645,SEM_CONTEXTO_HISTORICO,111,1,1
1,Francisco de Zurbarán,O martírio de Tiago,1640,SEM_CONTEXTO_HISTORICO,132,1,1
1,Francisco de Zurbarán,Rúbem,c. 1640-1645,SEM_CONTEXTO_HISTORICO,117,1,1
1,Francisco de Zurbarán,Simeão,c. 1640-1645,SEM_CONTEXTO_HISTORICO,116,1,1
1,Francisco de Zurbarán,Zebulom,c. 1640-1645,SEM_CONTEXTO_HISTORICO,111,1,1
1,Gerard David,A Anunciação,1506,SEM_CONTEXTO_HISTORICO,149,1,1
1,Gebhard Fugel,O bom pastor,1920,SEM_CONTEXTO_HISTORICO,106,1,1
1,George Richmond,A Agonia no Getsêmani,1858,SEM_CONTEXTO_HISTORICO,142,3,1
1,Georges de la Tour,"José, o Carpinteiro",1642,SEM_CONTEXTO_HISTORICO,156,1,1
1,Gerard David,A Crucificação de Cristo,1515,SEM_CONTEXTO_HISTORICO,148,4,2
1,Gerard David,A adoração dos reis,1515,SEM_CONTEXTO_HISTORICO,130,1,1
1,Gerard David,Cristo Sendo Pregado na Cruz,1500,SEM_CONTEXTO_HISTORICO,141,4,2
1,Gerard David,Lamentação,1523,SEM_CONTEXTO_HISTORICO,147,1,1
1,Gerard David,O casamento em Caná,1500,SEM_CONTEXTO_HISTORICO,148,1,1
1,Gerard David,O salvador do mundo,1500,SEM_CONTEXTO_HISTORICO,122,1,1
1,Gerard van Honthorst,A Infância de Jesus,1620,SEM_CONTEXTO_HISTORICO,151,1,1
1,Gerard van Honthorst,A Libertação de Pedro,1616,SEM_CONTEXTO_HISTORICO,146,1,1
1,Gerard van Honthorst,A Negação de São Pedro,1623,SEM_CONTEXTO_HISTORICO,181,4,1
1,Gerbrand van den Eeckhout,Abraão e os Três Anjos,1656,SEM_CONTEXTO_HISTORICO,41,1,1
1,Giorgione,A Adoração dos Pastores,1510,SEM_CONTEXTO_HISTORICO,126,1,1
1,Giorgione,A adoração dos reis magos,1506,SEM_CONTEXTO_HISTORICO,125,1,1
1,Giovanni Battista Cima da Conegliano,A Incredulidade de São Tomé,1504,SEM_CONTEXTO_HISTORICO,146,1,1
1,Giovanni Lanfranco,A Conversão de São Mateus,1635,SEM_CONTEXTO_HISTORICO,152,3,1
1,Giulio Licinio,A Conversão de São Paulo,1560,SEM_CONTEXTO_HISTORICO,142,3,1
1,Grigory Gagarin,Natal,,SEM_CONTEXTO_HISTORICO,137,1,1
1,Guercino,A Mulher Pega em Adultério,1621,SEM_CONTEXTO_HISTORICO,204,1,1
1,Gustave Doré,A Agonia no Getsêmani,1866,SEM_CONTEXTO_HISTORICO,139,3,1
1,Gustave Doré,A Casa de Caifás,1875,SEM_CONTEXTO_HISTORICO,127,3,1
1,Gustave Doré,A Crucificação,1875,SEM_CONTEXTO_HISTORICO,154,4,1
1,Gustave Doré,A Morte de Estevão,1866,SEM_CONTEXTO_HISTORICO,192,2,1
1,Gustave Doré,A Pesca Milagrosa,1866,SEM_CONTEXTO_HISTORICO,129,2,1
1,Gustave Doré,A Ressurreição,1866,SEM_CONTEXTO_HISTORICO,139,4,1
1,Gustave Doré,A Tentação de Jesus,1866,SEM_CONTEXTO_HISTORICO,145,3,1
1,Gustave Doré,A Transfiguração,1866,SEM_CONTEXTO_HISTORICO,153,3,1
1,Gustave Doré,Abraão e os Três Anjos,1866,SEM_CONTEXTO_HISTORICO,48,1,1
1,Gustave Doré,O Calvário,1877,SEM_CONTEXTO_HISTORICO,121,1,1
1,Gustave Doré,O Cristo morto,1866,SEM_CONTEXTO_HISTORICO,129,1,1
1,Gustave Doré,O beijo de Judas,1866,SEM_CONTEXTO_HISTORICO,114,1,1
1,Gustave Doré,O profeta Esdras ajoelhado em oração,1866,SEM_CONTEXTO_HISTORICO,108,1,1
1,Gustave Doré,Os discípulos colhem o milho no sábado,1866,SEM_CONTEXTO_HISTORICO,124,1,1
1,Gustave Doré,Pedro na casa de Cornélio,1866,SEM_CONTEXTO_HISTORICO,138,1,1
1,Gustave Doré,Sansão e Dalila,1866,SEM_CONTEXTO_HISTORICO,121,1,1
1,Gustave Doré,Saul e a bruxa de Endor,1866,SEM_CONTEXTO_HISTORICO,128,1,1
1,Hendrick de Clerck,Israelitas reunindo o Maná do céu,1620,SEM_CONTEXTO_HISTORICO,144,1,1
1,Henry Ossawa Tanner,A Anunciação aos Pastores,1895,SEM_CONTEXTO_HISTORICO,152,1,1
1,Hieronymus Bosch,A Ascensão dos Abençoados,c. 1500,SEM_CONTEXTO_HISTORICO,146,3,2
1,Hieronymus Bosch,Cenas da Paixão de Cristo,1500,SEM_CONTEXTO_HISTORICO,193,3,1
1,Hieronymus Francken II,A Parábola das Dez Virgens,1616,SEM_CONTEXTO_HISTORICO,192,1,1
1,Ilya Repin,Jó e seus amigos,1869,SEM_CONTEXTO_HISTORICO,46,2,1
1,Ivan Aivazovsky,Andando Sobre as Águas,1890,SEM_CONTEXTO_HISTORICO,148,3,1
1,Aert de Gelder,Judá e Tamar,1700,SEM_CONTEXTO_HISTORICO,126,1,1
1,Albrecht Dürer,A Ressurreição,1512,SEM_CONTEXTO_HISTORICO,140,4,1
1,Albrecht Dürer,Jesus entre os doutores da lei,1506,SEM_CONTEXTO_HISTORICO,183,1,1
1,Albrecht Dürer,O homem de sofrimentos,1509,SEM_CONTEXTO_HISTORICO,150,1,1
1,Alexander Ivanov,O anjo Gabriel aparece a Zacarias,,SEM_CONTEXTO_HISTORICO,98,1,1
1,Arkhip Kuindzhi,Cristo no Jardim do Getsêmani,1901,SEM_CONTEXTO_HISTORICO,41,4,1
1,Almeida Júnior,Apóstolo São Paulo,1869,SEM_CONTEXTO_HISTORICO,49,2,1
1,Almeida Júnior,Fuga da Sagrada Família para o Egito,1881,SEM_CONTEXTO_HISTORICO,84,1,1
1,Andrei Mironov,A Parábola dos Dois Filhos,2012,SEM_CONTEXTO_HISTORICO,113,1,1
1,Andrei Mironov,A Parábola dos Lavradores Malvados,2013,SEM_CONTEXTO_HISTORICO,77,3,1
1,Andrei Mironov,A Parábola dos Trabalhadores na Vinha,2011,SEM_CONTEXTO_HISTORICO,97,1,1
1,Andrei Rublev,A Trindade,1427,SEM_CONTEXTO_HISTORICO,168,1,1
1,Antonio de Pereda,Jó,1652,SEM_CONTEXTO_HISTORICO,59,2,1
1,Antoon Van Dyck,Natividade,1627,SEM_CONTEXTO_HISTORICO,130,1,1
1,Autor Desconhecido,A Transfiguração,desconhecido,SEM_CONTEXTO_HISTORICO,135,3,2
1,Autor Desconhecido,Ceia em Emaús no Tabernáculo de Cherves,1230,SEM_CONTEXTO_HISTORICO,41,1,1
1,Autor Desconhecido,Criação do Universo,1180,SEM_CONTEXTO_HISTORICO,169,1,1
1,Autor Desconhecido,Jesus Amaldiçoa a Figueira,1491,DESCRICAO_CURTA,23,2,1
1,Autor Desconhecido,Maria unge os pés de Jesus,1550,SEM_CONTEXTO_HISTORICO,158,1,1
1,Autor Desconhecido,O sonho de José e a jornada até Belém,1315,SEM_CONTEXTO_HISTORICO,127,2,2
1,Autor Desconhecido,Paulo e Barnabé tomados por deuses,1860,SEM_CONTEXTO_HISTORICO,157,1,1
1,Autor Desconhecido,A natividade,c. 1640,SEM_CONTEXTO_HISTORICO,149,2,2
1,Bartolomé Esteban Murillo,O filho pródigo alimentando porcos,1660,SEM_CONTEXTO_HISTORICO,140,1,1
1,Benjamin West,A Expulsão de Adão e Eva,1791,SEM_CONTEXTO_HISTORICO,156,1,1
1,Benjamin West,A Ressurreição,c. 1780,SEM_VERSICULO_ESPECIFICO,132,4,0
1,Gustave Doré,Davi com a Cabeça de Golias,,DESCRICAO_CURTA,31,1,1
1,Caravaggio,A Captura de Cristo,1602,SEM_CONTEXTO_HISTORICO,152,4,2
1,Caravaggio,A Ceia em Emaús,1601,SEM_CONTEXTO_HISTORICO,153,1,1
1,Caravaggio,A Conversão de São Paulo,1601,SEM_CONTEXTO_HISTORICO,161,3,1
1,Caravaggio,A Coroa de Espinhos,1602,SEM_CONTEXTO_HISTORICO,167,3,1
1,Caravaggio,A Crucificação de São Pedro,1601,SEM_CONTEXTO_HISTORICO,161,2,1
1,Caravaggio,A Incredulidade de São Tomé,1602,SEM_CONTEXTO_HISTORICO,152,3,1
1,Caravaggio,A Negação de Pedro,1610,SEM_CONTEXTO_HISTORICO,196,4,2
1,Caravaggio,Agonia no Monte das Oliveiras,1603,SEM_CONTEXTO_HISTORICO,104,3,1
1,Caravaggio,Sepultamento de Jesus,1602,DESCRICAO_CURTA,36,4,1
1,Carl Bloch,A Incredulidade de Tomé,1881,SEM_CONTEXTO_HISTORICO,151,1,1
1,Carl Bloch,A Mulher do Poço,c. 1870,SEM_CONTEXTO_HISTORICO,185,1,1
1,Carl Bloch,A Negação de Pedro,c. 1876,SEM_CONTEXTO_HISTORICO,175,4,3
1,Carl Rahl,A Parábola da Figueira Estéril,c. 1850,SEM_CONTEXTO_HISTORICO,162,1,1
1,Carl Bloch,Cristo curando o cego,c. 1870,SEM_CONTEXTO_HISTORICO,208,4,3
1,Carl Bloch,O sepultamento de Jesus,1879,SEM_CONTEXTO_HISTORICO,132,1,1
1,Carl Wilhelmson,Frequentadores da Igreja em um barco num domingo,1909,SEM_CONTEXTO_HISTORICO,133,1,1
1,Caspar David Friedrich,A Manhã de Páscoa,c. 1835,SEM_CONTEXTO_HISTORICO,166,4,2
