score,artista,titulo,ano,problemas,palavras_descricao,n_referencias,n_referencias_com_versiculo
3,John Everett Millais,A oficina do carpinteiro - Cristo na casa de seus pais,1850,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO, SEM_VERSICULO_ESPECIFICO",15,1,0
3,John Singleton Copley,Samuel contando a Eli os julgamentos do Senhor sobre a sua casa,1780,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO, SEM_VERSICULO_ESPECIFICO",16,1,0
3,Almeida Júnior,Saudade,1899,SEM_REFERENCIA_BIBLICA,174,0,0
3,L.A. Fomichev,Ciência Soviética,1881-1986,SEM_REFERENCIA_BIBLICA,200,0,0
3,Lippo Memmi,O massacre dos inocentes,1345,"SEM_CONTEXTO_HISTORICO, SEM_VERSICULO_ESPECIFICO, VERSICULO_NA_DESCRICAO_MAS_NAO_NA_FICHA",62,1,0
3,Maurice Denis,Os peregrinos em Emaús,1895,"SEM_CONTEXTO_HISTORICO, SEM_VERSICULO_ESPECIFICO, VERSICULO_NA_DESCRICAO_MAS_NAO_NA_FICHA",56,1,0
3,Maximilien Luce,O bom samaritano,1896,"SEM_CONTEXTO_HISTORICO, SEM_VERSICULO_ESPECIFICO, VERSICULO_NA_DESCRICAO_MAS_NAO_NA_FICHA",52,1,0
3,Oscar Pereira da Silva,Desembarque de Pedro Álvares Cabral em Porto Seguro em 1500,1900,SEM_REFERENCIA_BIBLICA,188,0,0
3,Francisco de Zurbarán,Pentecostes,1639,"SEM_CONTEXTO_HISTORICO, SEM_VERSICULO_ESPECIFICO, VERSICULO_NA_DESCRICAO_MAS_NAO_NA_FICHA",66,1,0
3,10 - Arte e literatura/Autores/Fritz von Uhde,"Mulher, por que choras",1894,"SEM_CONTEXTO_HISTORICO, SEM_VERSICULO_ESPECIFICO, VERSICULO_NA_DESCRICAO_MAS_NAO_NA_FICHA",103,1,0
3,Gustav Amberger,O crucifixo ao luar,1897,"SEM_CONTEXTO_HISTORICO, SEM_VERSICULO_ESPECIFICO, VERSICULO_NA_DESCRICAO_MAS_NAO_NA_FICHA",47,4,0
3,Gerrit Willemsz Horst,Isaque abençoando a Jacó,,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO, SEM_VERSICULO_ESPECIFICO",19,1,0
3,Giotto di Bondone,O beijo de Judas,1306,"SEM_CONTEXTO_HISTORICO, SEM_VERSICULO_ESPECIFICO, VERSICULO_NA_DESCRICAO_MAS_NAO_NA_FICHA",117,1,0
3,Giovanni Battista Boncori,O profeta Elias é resgatado por um anjo,1630,"SEM_CONTEXTO_HISTORICO, SEM_VERSICULO_ESPECIFICO, VERSICULO_NA_DESCRICAO_MAS_NAO_NA_FICHA",61,1,0
3,Godfried Schalcken,Parábola da dracma perdida,1680,"SEM_CONTEXTO_HISTORICO, SEM_VERSICULO_ESPECIFICO, VERSICULO_NA_DESCRICAO_MAS_NAO_NA_FICHA",45,1,0
3,Gustave Doré,O Rei Salomão em idade avançada,1866,SEM_REFERENCIA_BIBLICA,68,0,0
3,Gustave Doré,O chamado de Mateus,1866,"SEM_CONTEXTO_HISTORICO, SEM_VERSICULO_ESPECIFICO, VERSICULO_NA_DESCRICAO_MAS_NAO_NA_FICHA",159,1,0
3,Henri Testelin,Pedro ressuscita Tabita,1660,"SEM_CONTEXTO_HISTORICO, SEM_VERSICULO_ESPECIFICO, VERSICULO_NA_DESCRICAO_MAS_NAO_NA_FICHA",55,1,0
3,Henry Ossawa Tanner,Sodoma e Gomorra,1920,"SEM_CONTEXTO_HISTORICO, SEM_VERSICULO_ESPECIFICO, VERSICULO_NA_DESCRICAO_MAS_NAO_NA_FICHA",143,1,0
3,Andrea Solario,Salomé com a cabeça do João Batista,1507,"SEM_CONTEXTO_HISTORICO, SEM_VERSICULO_ESPECIFICO, VERSICULO_NA_DESCRICAO_MAS_NAO_NA_FICHA",60,2,0
3,Mestre André,"Capela da Santa Trindade, Castelo de Lublin, Polônia",1418,SEM_REFERENCIA_BIBLICA,218,0,0
3,Caravaggio,A morte da Virgem,1601,SEM_REFERENCIA_BIBLICA,306,0,0
3,Caravaggio,Flagelação de Cristo,1607,"SEM_CONTEXTO_HISTORICO, SEM_VERSICULO_ESPECIFICO, VERSICULO_NA_DESCRICAO_MAS_NAO_NA_FICHA",185,1,0
3,Caravaggio,O chamado dos santos Pedro e André,1606,"SEM_CONTEXTO_HISTORICO, SEM_VERSICULO_ESPECIFICO, VERSICULO_NA_DESCRICAO_MAS_NAO_NA_FICHA",97,1,0
3,Carl Bloch,Jesus curando o paralítico no tanque de Betesda,1883,"SEM_CONTEXTO_HISTORICO, SEM_VERSICULO_ESPECIFICO, VERSICULO_NA_DESCRICAO_MAS_NAO_NA_FICHA",57,1,0
3,Caspar David Friedrich,Dois homens contemplando a Lua,c. 1819-1820,SEM_REFERENCIA_BIBLICA,171,0,0
3,Claude Monet,"Impressão, Sol Nascente",1872,SEM_REFERENCIA_BIBLICA,94,0,0
3,Edward Armitage,O banquete de Ester,1865,SEM_REFERENCIA_BIBLICA,114,0,0
3,El Greco,Pedro em lágrimas,1596,"SEM_CONTEXTO_HISTORICO, SEM_VERSICULO_ESPECIFICO, VERSICULO_NA_DESCRICAO_MAS_NAO_NA_FICHA",127,1,0
3,Fra Angelico,O sepultamento de Cristo,1450,"SEM_CONTEXTO_HISTORICO, SEM_VERSICULO_ESPECIFICO, VERSICULO_NA_DESCRICAO_MAS_NAO_NA_FICHA",49,4,0
3,Francesco Fontebasso,O bom samaritano,1750,"SEM_CONTEXTO_HISTORICO, SEM_VERSICULO_ESPECIFICO, VERSICULO_NA_DESCRICAO_MAS_NAO_NA_FICHA",79,1,0
2,Pieter Stalpaert,Cristo Dormindo Durante a Tempestade,1617,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",24,3,1
2,Philippe de Champaigne,"Cristo na casa de Simão, o fariseu",,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",29,1,1
2,Piero della Francesca,Batismo de Cristo,1450,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",26,4,1
2,Pierre Jean Van der Ouderaa,As mulheres voltam da tumba de Jesus,1893,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",26,3,1
2,Pietro di Giovanni d'Ambrogio,Entrada de Cristo em Jerusalém,1440,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",22,4,1
2,Rembrandt van Rijn,Adoração dos magos,1632-33,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",35,1,1
2,Rembrandt van Rijn,Ascensão,1636,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",33,2,1
2,Rembrandt van Rijn,Assuero e Hamã no Banquete de Ester,1660,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",29,1,1
2,Rembrandt van Rijn,Cristo e Maria Madalena no Túmulo Vazio,1638,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",26,1,1
2,Rembrandt van Rijn,Cristo e a mulher pega em adultério,,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",36,1,1
2,Rembrandt van Rijn,Daniel e Ciro Diante do Ídolo Bel,1633,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",29,1,1
2,Rembrandt van Rijn,Davi e Jônatas,1642,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",21,1,1
2,Ticiano,O Batismo de Cristo,1512,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",24,3,1
2,Rodolfo Amoedo,Cristo no Monte das Oliveiras,1917,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",34,4,1
2,Rogier van der Weyden,A Visitação,1435,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",25,1,1
2,Rogier van der Weyden,Adoração dos Magos,1455,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",24,1,1
2,Sandro Botticelli,As Três Tentações de Cristo,1482,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",23,2,1
2,Simon de Vlieger,Acalmando a Tempestade,1637,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",26,3,1
2,Simon de Vos,Cristo no Mar da Galileia,1641,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",18,3,1
2,Tadessa Wolde Aregay,Belém,,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",20,2,1
2,Theodoor Rombouts,Cristo Expulsando os Cambistas do Templo,1637,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",23,4,1
2,Ticiano,Aparição de Cristo a Maria Madalena,1512,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",32,1,1
2,Ticiano,Cristo Carregando a Cruz,1560,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",28,4,1
2,Ticiano,Cristo Redentor,1534,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",32,4,1
2,Ticiano,Cristo com o Globo,1530,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",26,1,1
2,Ticiano,Cristo e Simão Cireneu,,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",19,3,1
2,Ticiano,Cristo e a Mulher Adúltera,1510,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",35,1,1
2,Ticiano,Cristo e a Mulher Adúltera,1520,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",21,1,1
2,Ticiano,Ecce Homo,1543,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",20,1,1
2,Valentin de Boulogne,Cristo e a Mulher Adúltera,,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",29,1,1
2,Vasily Polenov,Cristo e a mulher pega em adultério,,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",23,1,1
2,Viktor Vasnetsov,Arcanjo no Julgamento Final,1904,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",19,2,1
2,William Blake,A Virgem e a Criança,1825,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",21,2,1
2,William Blake,Cristo Aparecendo a Seus Discípulos Após a Ressurreição,1795,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",16,2,1
2,William Blake,O Anjo do Apocalipse,1805,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",33,1,1
2,William Dyce,O Bom Pastor,1854,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",29,2,2
2,William Henry Margetson,Cristo nos Campos no Sábado,,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",20,3,1
2,William Henry Margetson,Neemias Lê a Lei,,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",30,1,1
2,William Henry Margetson,Noite em Emaús,,"SEM_CONTEXTO_HISTORICO, SEM_VERSICULO_ESPECIFICO",106,1,0
2,William Henry Margetson,O bom samaritano,,"SEM_CONTEXTO_HISTORICO, SEM_VERSICULO_ESPECIFICO",87,1,0
2,William Henry Margetson,O bom samaritano,1950,"SEM_CONTEXTO_HISTORICO, SEM_VERSICULO_ESPECIFICO",75,1,0
2,William Henry Margetson,O pedido de Neemias ao rei,,"SEM_CONTEXTO_HISTORICO, SEM_VERSICULO_ESPECIFICO",118,1,0
2,William Henry Margetson,O sonho de Jacó,,"SEM_CONTEXTO_HISTORICO, SEM_VERSICULO_ESPECIFICO",94,1,0
2,William Holman Hunt,O Encontro do Salvador no Templo,1860,"SEM_CONTEXTO_HISTORICO, SEM_VERSICULO_ESPECIFICO",89,1,0
2,William Ladd Taylor,Culto de Inverno na Igreja,1890,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",29,2,1
2,William Ladd Taylor,Davi tocando a harpa para Saul,,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",18,1,1
2,Édouard Dantan,Cristo Chamando São Pedro e Santo André,1878,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",20,2,1
2,Édouard Manet,Cristo Sendo Zombado pelos Soldados,1865,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",17,3,1
2,Ivan Aivazovsky,Barco no Mar Bravio,1887,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",26,2,1
2,Jacopo Bassano,A Última Ceia,1546,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",26,4,1
2,Jacopo Tintoretto,Cristo no Mar da Galileia,1570,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",22,3,1
2,Jacopo Tintoretto,Ecce Homo,1547,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",21,1,1
2,Jacopo Tintoretto,Jesus lavando os pés dos discípulos,1580,"SEM_CONTEXTO_HISTORICO, SEM_VERSICULO_ESPECIFICO",58,1,0
2,James Smetham,Cristo Pregando às Multidões,,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",16,1,1
2,Joseph von Führich,Cristo Sobre o Mar,1832,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",22,3,1
2,James Tissot,"Agnus Dei, o cordeiro de Deus",,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",28,2,1
2,James Tissot,As bem-aventuranças,,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",24,1,1
2,James Tissot,Jesus é encontrado no templo,,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",27,1,1
2,James Tissot,Moisés proíbe ao povo que o siga,,"SEM_CONTEXTO_HISTORICO, SEM_VERSICULO_ESPECIFICO",101,1,0
2,James Tissot,Moisés fala com o Faraó,1896,"SEM_CONTEXTO_HISTORICO, SEM_VERSICULO_ESPECIFICO",102,1,0
2,Jan Bruegel o Velho,O censo em Belém,,"SEM_CONTEXTO_HISTORICO, SEM_VERSICULO_ESPECIFICO",118,1,0
2,"Jan Bruegel, o Velho",Estrada para o Gólgota,1600,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",24,4,1
2,"Jan Brueghel, o Jovem e Peter Paul Rubens",Cristo na Casa de Marta e Maria,,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",27,1,1
2,"Jan Brueghel, o Velho",Cristo na Tempestade do Mar da Galileia,1596,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",27,3,1
2,"Jan Brueghel, o Velho",Entrada dos Animais na Arca de Noé,1613,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",27,1,1
2,Jan Frans Portaels,Ester,1869,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",23,1,1
2,Jan Lievens,O Apóstolo Paulo,1629,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",20,1,1
2,Jan de Bray,Adoração dos Pastores,1665,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",17,1,1
2,Jan van Eyck,Adoração do Cordeiro Místico,1432,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",39,2,1
2,Jean-Léon Gérôme,Entrada de Jesus em Jerusalém,1897,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",20,4,1
2,John Fleetwood,As Virgens Prudentes e Insensatas,1830,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",24,1,1
2,John Linnell,As vésperas do dilúvio,1848,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",22,1,1
2,Jules De Keghel,As Mulheres aos Pés da Cruz,1891,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",37,4,1
2,Julius Sergius Von Klever,Cristo Andando Sobre as Águas,1880,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",22,3,1
2,Konstantin Korobov,Agnus Dei,,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",39,3,1
2,"Lucas Cranach, o Velho",Adão e Eva no Paraíso,1533,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",38,2,1
2,"Lucas Cranach, o Velho",Cristo e a Mulher Adúltera,1540,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",23,1,1
2,"Lucas Cranach, o Velho",Crucificação de Cristo,1501,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",21,4,1
2,Léo-Paul Robert,A Justiça Eleva as Nações,1904,"SEM_CONTEXTO_HISTORICO, SEM_VERSICULO_ESPECIFICO",170,2,0
2,Maestro Jacopo,A Zombaria de Cristo,,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",26,4,1
2,Michelangelo,Criação de Eva,1530,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",21,1,1
2,N. C. Wyeth,Eli e Samuel,1928,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",21,1,1
2,Nicolaes Berchem,Anunciação aos pastores,,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",25,1,1
2,Nicolaes Maes,Adoração dos Pastores,1660,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",26,1,1
2,Nicolas Poussin,Moisés é encontrado nas águas,1638,"SEM_CONTEXTO_HISTORICO, SEM_VERSICULO_ESPECIFICO",114,1,0
2,Orazio Borgianni,Cristo Entre os Doutores,1609,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",23,1,1
2,Osmar Schindler,Davi e Golias,1888,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",27,1,1
2,Paris Bordone,O Batismo de Cristo,1540,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",29,3,1
2,Paul Gauguin,Jesus no Monte das Oliveiras,1889,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",23,3,1
2,Peter Paul Rubens,A Última Ceia,1631,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",22,4,1
2,Peter Paul Rubens,"Adoração dos Magos, 1617",1617,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",29,1,1
2,Peter Paul Rubens,"Adoração dos Magos, 1629",1629,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",27,1,1
2,Peter Paul Rubens,As Mulheres no Túmulo Vazio de Cristo,1640,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",21,4,1
2,Peter Paul Rubens,Paisagem com Arco-Íris,1635,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",19,1,1
2,Francisco de Zurbarán,Aser,,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",23,2,1
2,Francisco de Zurbarán,Benjamim,,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",25,2,1
2,Francisco de Zurbarán,Ceia em Emaús,1639,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",22,1,1
2,Francisco de Zurbarán,Cristo Amarrado na Coluna,1661,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",23,3,1
2,Francisco de Zurbarán,Cristo com a Cruz nas Costas,,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",25,4,1
2,Francisco de Zurbarán,Davi com a Cabeça de Golias,,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",26,1,1
2,Francisco de Zurbarán,Descanso na Fuga para o Egito,,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",22,1,1
2,Francisco de Zurbarán,Dã,,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",22,1,1
2,Ludolf Bakhuizen,Cristo na Tempestade no Mar da Galileia,1695,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",22,3,1
2,Frederik van Valckenborch,Cristo Andando Sobre o Mar da Galileia,1590,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",20,3,1
2,Friedrich Wilhelm Schadow,As Virgens Prudentes e Insensatas,1842,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",19,1,1
2,10 - Arte e literatura/Autores/Fritz von Uhde,A Última Ceia,1886,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",26,4,1
2,10 - Arte e literatura/Autores/Fritz von Uhde,Cristo e Nicodemos,1886,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",27,1,1
2,10 - Arte e literatura/Autores/Fritz von Uhde,Deixai Vir a Mim os Pequeninos,1885,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",18,3,1
2,George Richmond,Cristo e a Mulher de Samaria,1828,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",19,1,1
2,Gustav Jaeger,Balaão e o Anjo,1836,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",32,1,1
2,Gerard David,Cristo no Jardim das Oliveiras,1520,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",19,3,1
2,Gerard David,Cristo É Pregado na Cruz,1481,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",19,4,1
2,Gerard David,Descanso no caminho para o Egito,1505,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",26,1,1
2,Gerard van Honthorst,Cristo Diante do Sumo Sacerdote,1617,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",29,4,1
2,Gerbrand van den Eeckhout,"A visão de Cornélio, o centurião",1664,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",26,1,1
2,Gerbrand van den Eeckhout,Ana apresenta Samuel ao sacerdote Eli,1665,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",25,1,1
2,Giotto di Bondone,Apresentação de Jesus no Templo,1306,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",26,1,1
2,Gustave Doré,Cristo na Cruz,1883,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",22,4,1
2,Giovanni Lanfranco,Elias Recebendo Pão da Viúva de Sarepta,1624,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",20,1,1
2,Gustave Doré,Cristo no Calvário,1883,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",23,4,1
2,Guercino,Davi com a Cabeça de Golias,1650,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",18,1,1
2,Gustave Brion,Jesus e Pedro sobre a água,1863,"SEM_CONTEXTO_HISTORICO, SEM_VERSICULO_ESPECIFICO",126,1,0
2,Gustave Doré,Cristo saindo do pretório,,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",29,3,1
2,Gustave Doré,A Morte de Sansão,1866,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",31,1,1
2,Gustave Doré,A Visão de Ezequiel no Vale dos Ossos Secos,,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",32,1,1
2,Gustave Doré,A Última Ceia,1866,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",26,4,1
2,Gustave Doré,Adão e Eva São Expulsos do Éden,1866,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",38,1,1
2,Gustave Doré,As Muralhas de Jericó Caem,1866,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",34,1,1
2,Gustave Doré,Caim Mata Abel,1866,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",22,1,1
2,Gustave Doré,Compradores e Vendedores Sendo Expulsos do Templo,1866,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",23,4,1
2,Gustave Doré,Egípcios Afogados no Mar,1866,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",21,1,1
2,Gustave Doré,Jesus pregando no monte,,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",34,3,1
2,Gustave Doré,João na Ilha de Patmos,1866,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",24,1,1
2,Gyula Benczúr,Cristo no Monte das Oliveiras,1919,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",18,3,1
2,"Hans Holbein, o Velho",Apresentação de Jesus no Templo,1501,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",27,1,1
2,Johannes Vermeer,Cristo na Casa de Marta e Maria,1655,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",36,1,1
2,Heinrich Hofmann,Cristo no Getsêmane,1890,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",25,3,1
2,Heinrich Hofmann,Jesus no Getsêmani,1886,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",36,3,2
2,Heinrich Hofmann,Jesus no Templo,1881,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",25,1,1
2,Henri Martin,Cristo e a samaritana,1905,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",25,1,1
2,Henry Ossawa Tanner,As Três Marias,1910,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",36,4,1
2,Henry Ossawa Tanner,Cristo na Casa de Lázaro,,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",24,2,1
2,Henry Ossawa Tanner,Cristo na Casa de Maria e Marta,1905,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",23,1,1
2,Henry Ossawa Tanner,Daniel na Cova dos Leões,1918,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",22,1,1
2,Josef Untersberger,Cristo no Monte das Oliveiras,1912,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",19,3,1
2,Henryk Siemiradzki,As Tochas de Nero,1876,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",33,1,1
2,Henryk Siemiradzki,Jesus na Casa de Marta e Maria,1886,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",15,1,1
2,Herri met de Bles,A Última Aparição de Cristo aos Discípulos,,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",23,2,1
2,Ilya Repin,A Última Ceia,1903,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",23,4,1
2,Aert de Gelder,Abraão e os três anjos,1680,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",39,1,1
2,Aert de Gelder,Aimeleque Entregando a Espada de Golias a Davi,1680,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",26,1,1
2,Aert de Gelder,Cristo e a mulher adúltera,,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",24,1,1
2,Aert de Gelder,Cântico de Louvor de Simeão,1700,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",28,1,1
2,Andrei Mironov,A Parábola do Mordomo Infiel,2021,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",37,1,1
2,Albert Edelfelt,Cristo e Maria Madalena,1890,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",21,1,1
2,Albrecht Dürer,Adão e Eva,1504,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",34,3,1
2,Amédée Varint,Cristo Caminhando Sobre o Mar,1888,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",20,3,1
2,Andrea Mantegna,Ecce Homo,1500,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",24,1,1
2,Andrea del Castagno,Davi com a Cabeça de Golias,1455,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",31,1,1
2,Andrei Mironov,A última ceia,,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",30,4,1
2,Andrei Mironov,Cristo Aparece aos Apóstolos,2024,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",16,2,1
2,Andrei Mironov,Cristo e a Pecadora,2011,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",26,1,1
2,Andrei Mironov,Cristo e os Discípulos,2016,"DESCRICAO_CURTA, SEM_CONTEXTO_HISTORICO",23,1,1
